Acquisitions ID,Child,Parent,Year Acquired,Deal Date,Price,Status,Terms,Acquisition Profile,News,News Link,Location,City,symbol,Industry
Amazon acquired SnapTell in 2009,SnapTell,Amazon,2009,16/06/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0b93a3fd38f0bb804c2208762c2122a0,Image Recognition Startup SnapTell Acquired by Amazon Subsidiary A9.com | TechCrunch,http://techcrunch.com/2009/06/16/image-recognition-startup-snaptell-acquired-by-amazon-subsidiary-a9com/,USA,Unknown,AMZN,Technology
Amazon acquired TeachStreet in 2012,TeachStreet,Amazon,2012,31/01/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/33666a0b564ea9aca73cad94b4b88fcb,Exclusive: Amazon.com buys TeachStreet - GeekWire,http://www.geekwire.com/2012/exclusive-amazoncom-buys-teachstreet/,USA,Unknown,AMZN,Technology
Amazon acquired TenMarks Education in 2013,TenMarks Education,Amazon,2013,1/10/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3f458cd1a60ae7e5db8129300045164f,,,USA,Unknown,AMZN,Technology
Amazon acquired TextPayMe in 2006,TextPayMe,Amazon,2006,28/06/1905,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6a387c3d81a66c7f7590f28ec3034fe6,Amazon acquired TextPayMe,http://www.infosources.org/what_is/Amazon_Payments.html,USA,Unknown,AMZN,Technology
Amazon acquired The Book Depository in 2011,The Book Depository,Amazon,2011,4/07/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/41659759292f8a1777353c4dc0094550,Amazon Acquires UK-Based Online Book Retailer The Book Depository For International Expansion | TechCrunch,http://techcrunch.com/2011/07/04/amazon-acquires-uk-based-online-book-retailer-the-book-depository-for-international-expansion/,USA,Unknown,AMZN,Technology
Amazon acquired Touchco in 2010,Touchco,Amazon,2010,3/02/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/954ba8ab28cbcb615a931bc2420eceee,Amazon acquired Touchco,http://www.nytimes.com/2010/02/04/technology/04amazon.html,USA,Unknown,AMZN,Technology
Amazon acquired Twitch in 2014,Twitch,Amazon,2014,25/08/2014,"$970,000,000",Pending,Cash,http://www.crunchbase.com/acquisition/b3a7a87cff3f357a3928b9d51ace822d,Amazon’s Twitch Acquisition Is Official | TechCrunch,http://techcrunch.com/2014/08/25/amazon-will-officially-acquire-twitch/,USA,Unknown,AMZN,Technology
Amazon acquired UpNext in 2012,UpNext,Amazon,2012,2/07/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/271a05508ee233824c57935b6f4bdf85,Amazon reportedly acquires UpNext 3D map wars begin in earnest (update: value might vary),http://www.engadget.com/2012/07/02/amazon-reportedly-acquires-upnext-for-3d-maps/,USA,Unknown,AMZN,Technology
Amazon acquired Without A Box in 2008,Without A Box,Amazon,2008,18/01/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5b48dbc5c320116c2970190a14078492,Amazon acquired Without A Box,http://www.emii.com/article.aspx?ArticleID=1854808,USA,Unknown,AMZN,Technology
Amazon acquired Woot in 2010,Woot,Amazon,2010,30/06/2010,"$110,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/b678852fe10bb9474ffc8c22a226e080,Woot's Deal Of The Day: Woot! — Amazon Buys It. Price? $110 Million | TechCrunch,http://techcrunch.com/2010/06/30/woot-amazon/,USA,Unknown,AMZN,Technology
Amazon acquired Yap in 2011,Yap,Amazon,2011,8/09/2011,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/edb0d944e0a73d040025e44a0d14ecbc,Amazon Has Acquired Yap the Closest Thing to a Siri Clone It Can Find,http://allthingsd.com/20111109/amazon-has-acquired-yap-the-closest-thing-to-a-siri-clone-it-can-find/,USA,Unknown,AMZN,Technology
Amazon acquired Zappos in 2009,Zappos,Amazon,2009,22/07/2009,"$1,200,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/69bc6f55f4fdbe04a706560068a01ae3,"Amazon Buys Zappos, The Price is $928m. not $847m. | TechCrunch",http://techcrunch.com/2009/07/22/amazon-buys-zappos/,USA,Unknown,AMZN,Technology
Apple acquired AlgoTrim in 2013,AlgoTrim,Apple,2013,28/08/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d1ef5107a1eb882dd6b1e7f49371a1ba,Apple Acquires Swedish Firm AlgoTrim A Company That Does Mobile Media And Data Compression | TechCrunch,http://techcrunch.com/2013/08/28/apple-reportedly-acquires-swedish-firm-algotrim-a-company-that-does-mobile-media-and-data-compression/,USA,Unknown,AAPL,Technology
Apple acquired AlgoTrim in 2013,AlgoTrim,Apple,2013,28/08/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d1ef5107a1eb882dd6b1e7f49371a1ba,Apple Acquires Swedish Firm AlgoTrim A Company That Does Mobile Media And Data Compression | TechCrunch,http://techcrunch.com/2013/08/28/apple-reportedly-acquires-swedish-firm-algotrim-a-company-that-does-mobile-media-and-data-compression/,USA,Unknown,APLE,Healthcare
Apple acquired Anobit Technologies in 2011,Anobit Technologies,Apple,2011,13/12/2011,"$450,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2facf1d482fa7e98dd99174024e0d9e1,Apple Reportedly Buying Flash Memory Company Anobit For $400 Million – $500 Million | TechCrunch,http://techcrunch.com/2011/12/13/apple-reportedly-buying-flash-memory-company-anobit-for-400-million-500-million/,USA,Unknown,AAPL,Technology
Apple acquired Anobit Technologies in 2011,Anobit Technologies,Apple,2011,13/12/2011,"$450,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2facf1d482fa7e98dd99174024e0d9e1,Apple Reportedly Buying Flash Memory Company Anobit For $400 Million – $500 Million | TechCrunch,http://techcrunch.com/2011/12/13/apple-reportedly-buying-flash-memory-company-anobit-for-400-million-500-million/,USA,Unknown,APLE,Healthcare
Apple acquired AuthenTec in 2012,AuthenTec,Apple,2012,27/07/2012,"$356,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6dc4443153503788207cebff8542f4db,Apple eyes security buys fingerprint sensor company AuthenTec for $356M,http://venturebeat.com/2012/07/27/apple-buys-authentec-356m/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Venturebeat_deals+%28VentureBeat+%C2%BB+Deals+%26+More%29,USA,Unknown,AAPL,Technology
Apple acquired AuthenTec in 2012,AuthenTec,Apple,2012,27/07/2012,"$356,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6dc4443153503788207cebff8542f4db,Apple eyes security buys fingerprint sensor company AuthenTec for $356M,http://venturebeat.com/2012/07/27/apple-buys-authentec-356m/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Venturebeat_deals+%28VentureBeat+%C2%BB+Deals+%26+More%29,USA,Unknown,APLE,Healthcare
Apple acquired Beats Electronics in 2014,Beats Electronics,Apple,2014,28/05/2014,"$3,000,000,000",Complete,"Cash, Stock",http://www.crunchbase.com/acquisition/df61631e6716f46ea7667bef7806855e,"Apple formally takes ownership of 13 percent of Beats from Vivendi/Universal Music Group, Apple Officially Welcomes Beats As It Gets U.S. Regulatory Approval For The Deal | TechCrunch, Apple Buys Beats Electronics For $3B | TechCrunch","http://9to5mac.com/2014/08/01/apple-formally-takes-ownership-of-13-percent-of-beats-from-vivendiuniversal-music-group/, http://techcrunch.com/2014/08/01/apple-officially-welcomes-beats-as-it-completes-404m-purchase-of-vivendiuniversal-shares/, http://techcrunch.com/2014/05/28/apple-buys-beats-electronics-for-3b/?ncid=rss&utm_source=dlvr.it&utm_medium=twitter&utm_campaign=Feed%3A+Techcrunch+%28TechCrunch%29",USA,Unknown,AAPL,Technology
Apple acquired Beats Electronics in 2014,Beats Electronics,Apple,2014,28/05/2014,"$3,000,000,000",Complete,"Cash, Stock",http://www.crunchbase.com/acquisition/df61631e6716f46ea7667bef7806855e,"Apple formally takes ownership of 13 percent of Beats from Vivendi/Universal Music Group, Apple Officially Welcomes Beats As It Gets U.S. Regulatory Approval For The Deal | TechCrunch, Apple Buys Beats Electronics For $3B | TechCrunch","http://9to5mac.com/2014/08/01/apple-formally-takes-ownership-of-13-percent-of-beats-from-vivendiuniversal-music-group/, http://techcrunch.com/2014/08/01/apple-officially-welcomes-beats-as-it-completes-404m-purchase-of-vivendiuniversal-shares/, http://techcrunch.com/2014/05/28/apple-buys-beats-electronics-for-3b/?ncid=rss&utm_source=dlvr.it&utm_medium=twitter&utm_campaign=Feed%3A+Techcrunch+%28TechCrunch%29",USA,Unknown,APLE,Healthcare
Apple acquired Booklamp in 2014,Booklamp,Apple,2014,25/07/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/25646acf0a46e7b6c1e97c7dbbfc5745,Apple Secretly Acquired “Pandora For Books” Startup BookLamp To Battle Amazon | TechCrunch,http://techcrunch.com/2014/07/25/apple-booklamp/,USA,Unknown,AAPL,Technology
Apple acquired Booklamp in 2014,Booklamp,Apple,2014,25/07/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/25646acf0a46e7b6c1e97c7dbbfc5745,Apple Secretly Acquired “Pandora For Books” Startup BookLamp To Battle Amazon | TechCrunch,http://techcrunch.com/2014/07/25/apple-booklamp/,USA,Unknown,APLE,Healthcare
Apple acquired Burstly in 2014,Burstly,Apple,2014,21/02/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f87e499c90133f1032f0bbec1ade8f82,TestFlight Owner Burstly Acquired By Apple | TechCrunch,http://techcrunch.com/2014/02/21/rumor-testflight-owner-burstly-is-being-acquired-by-apple/,USA,Unknown,AAPL,Technology
Apple acquired Burstly in 2014,Burstly,Apple,2014,21/02/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f87e499c90133f1032f0bbec1ade8f82,TestFlight Owner Burstly Acquired By Apple | TechCrunch,http://techcrunch.com/2014/02/21/rumor-testflight-owner-burstly-is-being-acquired-by-apple/,USA,Unknown,APLE,Healthcare
Apple acquired Chomp in 2012,Chomp,Apple,2012,23/02/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9359992bb9e2231c892703b63e44588f,"Apple Acquires Chomp, App Store Search And Discovery To Be Completely Revamped | TechCrunch",http://techcrunch.com/2012/02/23/apple-chomp/,USA,Unknown,AAPL,Technology
Apple acquired Chomp in 2012,Chomp,Apple,2012,23/02/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9359992bb9e2231c892703b63e44588f,"Apple Acquires Chomp, App Store Search And Discovery To Be Completely Revamped | TechCrunch",http://techcrunch.com/2012/02/23/apple-chomp/,USA,Unknown,APLE,Healthcare
Apple acquired Color Labs Inc. in 2012,Color Labs Inc.,Apple,2012,12/11/2012,"$7,000,000",Complete,"Cash, Stock",http://www.crunchbase.com/acquisition/03bf1c262d204e19791d13d69f72f934,Sources: Apple Paid $7 Million For Color Labs | TechCrunch,http://techcrunch.com/2012/11/19/sources-apple-paid-7-million-for-color-labs/,USA,Unknown,AAPL,Technology
Apple acquired Color Labs Inc. in 2012,Color Labs Inc.,Apple,2012,12/11/2012,"$7,000,000",Complete,"Cash, Stock",http://www.crunchbase.com/acquisition/03bf1c262d204e19791d13d69f72f934,Sources: Apple Paid $7 Million For Color Labs | TechCrunch,http://techcrunch.com/2012/11/19/sources-apple-paid-7-million-for-color-labs/,USA,Unknown,APLE,Healthcare
Apple acquired Concept.io in 2014,Concept.io,Apple,2014,28/07/2014,"$30,000,000",Pending,Undisclosed,http://www.crunchbase.com/acquisition/a9ca89b2e754ac44e89aef23693d53db,Apple To Buy Swell For $30 Million Per Report | TechCrunch,http://techcrunch.com/2014/07/28/apple-to-buy-swell-for-30-million-per-report/,USA,Unknown,AAPL,Technology
Apple acquired Concept.io in 2014,Concept.io,Apple,2014,28/07/2014,"$30,000,000",Pending,Undisclosed,http://www.crunchbase.com/acquisition/a9ca89b2e754ac44e89aef23693d53db,Apple To Buy Swell For $30 Million Per Report | TechCrunch,http://techcrunch.com/2014/07/28/apple-to-buy-swell-for-30-million-per-report/,USA,Unknown,APLE,Healthcare
Apple acquired Coral Software in 1989,Coral Software,Apple,1989,3/01/1989,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/28db11cb44aa6bc9990d4e97cbb3d431,Apple acquired Coral Software,http://www.alacrastore.com/storecontent/Thomson_M&A/Apple_Computer_Inc_acquires_Coral_Software_Corp-110260020,USA,Unknown,AAPL,Technology
Apple acquired Coral Software in 1989,Coral Software,Apple,1989,3/01/1989,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/28db11cb44aa6bc9990d4e97cbb3d431,Apple acquired Coral Software,http://www.alacrastore.com/storecontent/Thomson_M&A/Apple_Computer_Inc_acquires_Coral_Software_Corp-110260020,USA,Unknown,APLE,Healthcare
Apple acquired Cue in 2013,Cue,Apple,2013,4/10/2013,"$50,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/13b48c4ab04540f632021157c84911aa,Apple Buys Cue For Over $40M To Compete With Google Now | TechCrunch,http://techcrunch.com/2013/10/03/cue-acquired-for-over-40m-likely-by-apple-to-compete-with-google-now/,USA,Unknown,AAPL,Technology
Apple acquired Cue in 2013,Cue,Apple,2013,4/10/2013,"$50,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/13b48c4ab04540f632021157c84911aa,Apple Buys Cue For Over $40M To Compete With Google Now | TechCrunch,http://techcrunch.com/2013/10/03/cue-acquired-for-over-40m-likely-by-apple-to-compete-with-google-now/,USA,Unknown,APLE,Healthcare
Apple acquired Emagic in 2002,Emagic,Apple,2002,1/07/2002,"$30,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/54b9ccd1dd240608465f1de451a6f910,Apple - Press Info - Apple Acquires Emagic,http://www.apple.com/pr/library/2002/07/01Apple-Acquires-Emagic.html,USA,Unknown,AAPL,Technology
Apple acquired Emagic in 2002,Emagic,Apple,2002,1/07/2002,"$30,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/54b9ccd1dd240608465f1de451a6f910,Apple - Press Info - Apple Acquires Emagic,http://www.apple.com/pr/library/2002/07/01Apple-Acquires-Emagic.html,USA,Unknown,APLE,Healthcare
Apple acquired Embark in 2013,Embark,Apple,2013,22/08/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1151dd11c0f863d4fb819df8f2cb8c1c,Exclusive: Apple Buys (Another) Map App Embark,http://jessicalessin.com/2013/08/22/exclusive-apple-buys-another-map-app-embark/,USA,Unknown,AAPL,Technology
Apple acquired Embark in 2013,Embark,Apple,2013,22/08/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1151dd11c0f863d4fb819df8f2cb8c1c,Exclusive: Apple Buys (Another) Map App Embark,http://jessicalessin.com/2013/08/22/exclusive-apple-buys-another-map-app-embark/,USA,Unknown,APLE,Healthcare
Apple acquired Fingerworks in 2007,Fingerworks,Apple,2007,22/01/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f929f72286e6d97456926d21f87adbce,Digg - What the Internet is talking about right now,http://digg.com/,USA,Unknown,AAPL,Technology
Apple acquired Fingerworks in 2007,Fingerworks,Apple,2007,22/01/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f929f72286e6d97456926d21f87adbce,Digg - What the Internet is talking about right now,http://digg.com/,USA,Unknown,APLE,Healthcare
Apple acquired HopStop.com in 2013,HopStop.com,Apple,2013,19/07/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7162e444e0700d386c45975de737b2bc,Apple To Buy Transportation App HopStop — Mass Transit To Return To Apple Maps? | TechCrunch,http://techcrunch.com/2013/07/19/apple-reportedly-acquires-hopstop/?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=Feed%3A+Techcrunch+%28TechCrunch%29,USA,Unknown,AAPL,Technology
Apple acquired HopStop.com in 2013,HopStop.com,Apple,2013,19/07/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7162e444e0700d386c45975de737b2bc,Apple To Buy Transportation App HopStop — Mass Transit To Return To Apple Maps? | TechCrunch,http://techcrunch.com/2013/07/19/apple-reportedly-acquires-hopstop/?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=Feed%3A+Techcrunch+%28TechCrunch%29,USA,Unknown,APLE,Healthcare
Apple acquired imsense in 2010,imsense,Apple,2010,1/07/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/243d16c07407ba27fa541891a5d37bc2,Apple acquired imsense,http://www.webpronews.com/topnews/2010/09/14/unconfirmed-apple-acquires-imsense,USA,Unknown,AAPL,Technology
Apple acquired imsense in 2010,imsense,Apple,2010,1/07/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/243d16c07407ba27fa541891a5d37bc2,Apple acquired imsense,http://www.webpronews.com/topnews/2010/09/14/unconfirmed-apple-acquires-imsense,USA,Unknown,APLE,Healthcare
Apple acquired Intrinsity in 2010,Intrinsity,Apple,2010,27/04/2010,"$121,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/72f10792613d5a0e25c43d988fb49ef6,Apple acquired Intrinsity,http://www.nytimes.com/2010/04/28/technology/28apple.html,USA,Unknown,AAPL,Technology
Apple acquired Intrinsity in 2010,Intrinsity,Apple,2010,27/04/2010,"$121,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/72f10792613d5a0e25c43d988fb49ef6,Apple acquired Intrinsity,http://www.nytimes.com/2010/04/28/technology/28apple.html,USA,Unknown,APLE,Healthcare
Apple acquired Lala in 2009,Lala,Apple,2009,5/12/2009,"$80,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/ded0bb4d68ded404062591d04fdf7bc1,Apple Has Acquired Lala | TechCrunch,http://techcrunch.com/2009/12/04/apple-acquires-lala/,USA,Unknown,AAPL,Technology
Apple acquired Lala in 2009,Lala,Apple,2009,5/12/2009,"$80,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/ded0bb4d68ded404062591d04fdf7bc1,Apple Has Acquired Lala | TechCrunch,http://techcrunch.com/2009/12/04/apple-acquires-lala/,USA,Unknown,APLE,Healthcare
Apple acquired Locationary in 2013,Locationary,Apple,2013,19/07/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a25dab3d0f59ac300db9a3b7ba54f061,FinSMEs | Apple Acquires Locationary,http://www.finsmes.com/2013/07/apple-acquires-locationary.html,USA,Unknown,AAPL,Technology
Apple acquired Locationary in 2013,Locationary,Apple,2013,19/07/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a25dab3d0f59ac300db9a3b7ba54f061,FinSMEs | Apple Acquires Locationary,http://www.finsmes.com/2013/07/apple-acquires-locationary.html,USA,Unknown,APLE,Healthcare
Apple acquired LuxVue Technology in 2014,LuxVue Technology,Apple,2014,2/05/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/8c1a2b1f34b161a1aa2ac31cd20f9f6c,,,USA,Unknown,AAPL,Technology
Apple acquired LuxVue Technology in 2014,LuxVue Technology,Apple,2014,2/05/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/8c1a2b1f34b161a1aa2ac31cd20f9f6c,,,USA,Unknown,APLE,Healthcare
Apple acquired Matcha in 2013,Matcha,Apple,2013,13/08/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9617bc3e5667433bb5ad8453e670067e,Apple Acquired Matcha Because It Got The Recommendation Recipe Right | TechCrunch,http://techcrunch.com/2013/08/15/why-apple-acquired-matcha-tv/,USA,Unknown,AAPL,Technology
