symbol,sector
BCV,Consumer Discretionary
IMNM,Information Technology
LIN,Technology
BX,Finance
ROIV,Industrials
CMCO,Construction
CHKP,Security/Networks Software & Services
PUK,Financials
VOYA,Financial Services
CWK,Financial Services
TRDA,Real Estate
BAC^L,Finance
FLX,Financial Services
SPFI,Finance
PEN,FINANCE
BRTX,Semiconductor/Technology
TRP,Materials
BCAN,Semiconductors
NET,Technology
LXP^C,Lifestyle Communities Sector: Real Estate
KRP,Real Estate Services
PAVM,Sector: Consumer Defensive/Timeshare
WBS^G,Finance
ALV,Automotive & Parts
CLRO,Consumer Discretionary/Leisure
FTAIN,Information Services
CRML,Real Estate
ENO,Energy
CADE^A,Technology
TRTN^C,Technology
NCZ^A,Technology
AQMS,Materials
GAB^H,Health Care
PNF,Financial Services
BEAT,Consumer Discretionary Goods & Services
TENX,Financial Services
BML^G,Financials
RNR^G,Retail/Consumer Services
UNH,Healthcare
IOSP,Materials
MAMA,Consumer Discretionary/Restaurants
DFP,Consumer Defensive
BEKE,Technology
SPMC,Precious Metals
DNOW,Energy
TPB,Technology
TTEC,Technology
RRGB,Retail
AOMN,Technology
PRS,Information Technology
GMS,Consumer Discretionaries (Specialty Retail)
E,Technology
GDRX,Communication Services
TYG,Utilities
ZVIA,Technology
CPBI,Finance
SCPH,Telecommunications Services
NRK,Technology
TEL,Telecom Services
WBS,Technology
HON,Industrial Technology
NAN,None
IRMD,"""Medical Equipment Supplies and Distribution"""
NVRI,Biotechnology & Specialty Healthcare
KGS,Technology
MVIS,Technology
CASI,Copper & Gold
BPT,Energy
DMA,Materials
DAWN,Technology
TFC^I,Finance/Investing
TFC^O,Technology
HTGC,Commercial Banks
EFR,Real Estate Services
RSKD,Technology
MCI,Finance
HCXY,Technology
SWAGW,Software & Services
FBIN,Finance
MAN, Industrials
PRIF^D,IT
ALKS,Pharmaceuticals/Healthcare
INFN,Technology
GLW,Materials
TPR,Tecogen Inc.
MG,Real Estate
EMR,Healthcare
AOD,Automotive
UZF,Technology
BPOPM,Utilities
FCO,Consumer Services
STC,Technology
SLNHP,Information Technology
CDR^C,Consumer Discretionary
ABEV,Consumer Staples
NWSA,Newspaper and Magazine Publishing
SPSC,Consumer Discretionary Goods & Services
GFF,Finance
RYAAY,Airline
OBE,Consumer Services
HNVR,Financial Services
FOXA,Media
ROK,Technology
SMC,Semiconductor & Equipment
JQC,Mortgage Backed Securities
TECH,Technology
GRMN,Consumer Discretionary
JBL,Broadcasting & Cable Television
JAKK,Software & Services
BHK,Real Estate
CTLT,Technology
RMI,Financials
JD,Consumer Discretionary Goods & Services
SKIL,Healthcare Technology
BBDO, Industrials
CTAS,Construction & Engineering
ELP,Technology
IBCP,Biotechnology.
GGZ,Technology
NYMTN,Materials
SJ,Financial Services
OCSL,Biotech
ACIC,Sector: Information Technology
LFLYW,Finance
ARW,Utilities
FCNCO,Financials
IBRX,Real Estate
GLPG,Pharmaceuticals
CDXC,Biotechnology
ATRO,Semiconductors
PSA^I,Technology
PMD,Healthcare
FOR,Information Technology
BRT,Technology
VNO,Real Estate
BP,Energy
PDX,Air Transp. Svcs.
GFAI,Telenor
NXTT,Technology
WF,Financials
OBDC,Commercial Svcs
GCMG,Financial Services
STRO,Technology
OC,Financials
LANDP,Utilities
EBON,Energy
CGABL,Finance
HPS,Healthcare
PZZA,Consumer Discretionary Services
VNDA,Biotechnology
CPB,Consumer Goods
EXP,Technology
NOV,Energy/Basic Materials
SR,Utilities
BORR,Real Estate
BANC,Finance
ATLCL,Technology
TJX,Retailing
DLR^L,Technology Services
MTR,Transportation
RSLS,Technology
GTLS^B,Industrial Goods/Services - Industrial Machinery - Specialty Equipment
MRM,Technology
PBA,Real Estate
BHR^D,Consumer Discretionary
AZZ,Industrial Manufacturing
SQNS,Technology
EPR^G,Energy/Utilities
PRIF^L,Finances
UGP,Consumer Goods
LBTYK,Technology
GNT,Consumer Defensive
MMD,Materials
AIZN,Technology
SCNX,Real Estate
SHOO,Consumer Cyclical
ADSE,Financial Services
QBTS,Technology
TMP,Technology
PCYO,Healthcare
HQI,Healthcare Technology
AVAV,Aerospace/Defense Suppliers
JSM,Semiconductor
VEEV,Consumer Defensive
COLL,Communications Services
RNW,Energy/Basic Materials
USA,Technology
AUBN,Financial Services
SM,Technology
PRM,Technology
NYXH,Technology
PRGS,Software
LFWD,Healthcare Technology
XBIO,Pharmaceuticals/ Biotechnology
CENX,Technology
IGR,Technology (IGR = First Trust Dow Jones Internet Index Fund)
FWRG,Technology
SLND,Healthcare
GOCO,Technology
GROW,Financial Services
SWZ,Utilities
DLNG^A,Energy
DXCM,Healthcare Services
LYV,Real Estate
IBKR,Financial Services
EPR,Energy Utilities
NRUC,Technology
CENN,Financial Services
PLTR,Technology
RA,Financials
PEP,Consumer Staples
HUBB,Technology
KAR,"""Consumer Discretionary"""
KLAC,Semiconductors & Semi/Relatd Equipment
HSY,FinancialServices
WRB^F,Finance
LBTYA,Communication Services
FCFS,Financial Services
AEO,Consumer Discretionary
PNFP,Financials
EOSE,Technology
FHN,Diversified Operations/Other
OGN,Technology
ALLY,"Consumer Finance 
(Also known as Banks/ Diversified Financials)"
DLB,Home Improvement
BNJ,Financials
MHK,Consumer Discretionary
DAR,Technology
DIOD,Semiconductor/SDC
SPNT,Technology
ICMB,Utilities
PAX,Technology
BDJ,Communication Services
BLDE,Semiconductors & Semiconductor Equipment
CROX,Retail
SMPL,Technology
DNLI,Financials
GAM,Technology
TXRH,Consumer Defensive
FAST,Finance
RXT,Real Estate Investment Trusts
BXMX,Finance
TIXT,Technology
VINP,Industrials/Building Products
BCAX,Healthcare
MYNA,Biotechnology
PAI,Technology
BLDR,Construction Materials
NXST,Communication Services
JHX,Materials
TKC,Consumer Defensive
LGIH,Healthcare
AQN,Real Estate
PR,Real Estate
SLP,Communications Services
ACRS,Communication Services
SPRO,Software
THAR,Technology
EMO,"EMO -> Technology 

Sector: Technology"
ISD,Semiconductor/Technology
SNCY,Clean Energy
JAMF,Technology
VVX,Consumer Discretionary Goods & Services
REVBW,Technology
BMRN,Biotechnology
TTEK,Technology
WDI,Technology
IDXX,Medical Diagnostics & Research
CZWI,Financial Services
RBKB,Banking
FPF,Finance
ILMN,Biotechnology
TXT,Technology
CLBT,Technology
EFXT,Technology
LOW,Insurance
BIPC,Information Technology
VANI,Technology
ARTNA,Consumer Staples
MS^A,Financials
RVT,Healthcare
TPG,Technology
PTA,Materials
VLTO,Technology
KYN,Technology and Communication Services
PETZ,Technology
CTA^A,Technology
CSX,Transportation
PED,Consumer Discretionary Goods
AMD,Technology
WLK,Materials
BRY,Energy
NIO,Consumer Discretionary
TGT,Retail Sector
IGI,Retail & Consumer Services of America - Retailing (IGI) -> Retail
PTEN,Healthcare Equip & Svcs
ORC,Real Estate
PCG^C,Financial Services
STI,Technology
COHN,Finance
MFA^B,Finance Services
SYK,Healthcare Services
FFIV,Software
USPH,Healthcare Services
NMI,NEM
BBD,Consumer Defensive
WAY,Consumer Discretionary
ADSK,Information Technology
DELL,Technology
STAA,Technology
FET,Technology
ZTO,Transportation
RWAY,Technology
ATH^A,Technology
AVTR,Technology
GNRC,Energy
HMST,Real Estate
HPF,Technology
DLPN,Technology
INVA,Biotechnology
CFB,Financial Services
FOX,Media/Entertainment
GTES,Telecom Services
VSCO,Technology
CEVA,Semiconductors & Semiconductor Equipment
FTHY,Technology
ECC^D,Technology
VLYPO,Industrial Materials
HTH,Technology
TTSH,Finance
PODD,Financials
TFINP,Information Technology
NARI,Technology
GDO,Technology
HFRO^A,Finance
TER,Financials
DCF,Sector: Finance
KVUE,Television Station Services
NESR,Energy
RCON,Consumer Discretionary
JPC,Financials
BPYPN,Energy
ESNT,Energy
UCTT,Technology
SKY,Technology
FCBC,Finance
XPER,Healthcare
CMSA,Technology
VC,Finance and Banks
BTZ,Technology
ACGL,Financials
RILYM,Healthcare
IVA,Financial Services
STCN,Consumer Staples
MET,Materials
SWKS,Semiconductors & Other Electronics
MGRD,Real Estate Services
NOC,Aerospace/Defense
RBA,Technology
BIRK,Materials
DIT,Industrial Supplies/Services
NTR,Energy
LYFT,Technology
TCPC,IT
GLOB,Finance/Investment Services
LPRO,Technology
ZIONL,Finance
IMKTA,Consumer Goods
ABSI,Technology
C,Consumer Staples
GIS,Technology
TOL,Transportation
AXS,Technology
PSF,Financials
DSGX,Technology
BKE,Retail
AFGB,Finance
QVCC,Consumer Discretionary Services
UBER,Technology
TRV,Financial Services
NSYS,Information Technology
JOUT,Technology
GGT^G,Information Technology
NWS,News - Publishing & Printing
ALAB,Technology
VGAS,Gaming
SHEL,Consumer Defensive
MCK,Healthcare
GHC,Health Care
GOODN,Beverages - Wine & Spirits
GL^D,Dividends
LYB,Materials
DLHC,Thrivent Financial for Lutherans
SNN,Technology
MFA^C,Finance
MAIN,Technology
AIP,Industrial Services
CB,Conglomerate
UZE,Technology
RZC,Metals & Mining
HYT,"""Insurance"""
FRPT,Home Furnishings & Fixtures
BKV,Consumer Services
DTF,Real Estate
PAYO,Communication Services
NXDT,Finance
KIO,Finance
AZEK,Consumer Cyclicals
CII,Technology
CAT,Industrials
CDTX,Information Technology
HYMCL,Information Technology
PSA^S,Finance
MEG,Energy
AGNC,Real EstateInvestment Trusts
BC^B,Banking & Credit
ALIT,Technology
HWC,Consumer Discretionary
SNY,Health Care
APGE,Energy
LBRT,Financial Services
GREEL,Technology
TTNP,Technology
CL,Energy
ECAT,Technology
HBANL,Banking & Finance
DJCO,Consumer Discretionary
RELY,Technology
MESO,Semiconductors
CGBD,Technology
ARQ,Alternative Energy
INAQ,Real Estate Investmts - Realty
AB,Banking
GSL^B,Agricultural Producers
FN,Finance
ERJ,Aerospace
BHFAL,Finance
HHS,Healthcare
IIF,Financials
TPL,Technology
MER^K,Banking/Financials
CMSD,Technology & Communication Services
NPFD,Financials/Real Estate
MSFT,Technology
CAAP,Financial_services
PRVA,Financial Services
GAB^K,Financials
OCG,Technology
USB^P,Technology
LFMD,Financials
FGBI,Banks & Thrifts
CTDD,Technology
BHFAM,Financials
TGNA,Media & Entertainment
IIM,Consumer Discretionary
F^B,Finance
FIX,Technology
DY,Technology
IONS,Biotechnology
STBA,Energy
PHVS,Healthcare Services
GRNT,Technology
CDMO,Biotechnology
BIP^B,Banking
HBANM,Banking
IBOC,Technology
TRINI,Technology
BIPJ,Technology
CION,Bonds/Loans
VERX,Software & Services
AEIS,Consumer Cyclicals
HKIT,Technology
APOG,Materials & Construction Equipment
STR,Technology
ORKA,Materials
OXM,"Oakwood Homes (OXM) - 
Sector: Construction & Heavy Building Materials"
MRKR,Technology
MSI,Technology
XNCR,Semiconductor
MVO,Industrials
JMM,Materials & Construction Services
PMT^B,Technology
MFA,Finance
BTT,Technology
GRC,Energy
ACR^D,Materials
ORKT,Technology
MSD,Healthcare
PUMP,Technology
APG,Financial Services/Real Estate
PSA^G,Transportation
TRIN,Financials
LLY,Healthcare
PRI,Materials
VIAV,Software
CHSCO,Consumer Discretionary
RSF,Real Estate Investment Trusts (RESIDENTIAL)
GPMT^A,Transportation
ANIK,Technology
PTMN,Technology
JSPR,Technology
CCRD,Technology
NEUE,Technology
SCCO,Base Metals
TBB,Consumer Discretionary
FDX,Transportation Services
RWTO,Technology
YORW,Gold and Silver
GYRE,Technology
UTMD,Technology
TEF,Telecom Services
SRI,Technology
INCY,Biotechnology
EVF,Financial Services
MUI,Technology
AGO,Energy
ALEC,Consumer Cyclical
KNOP,Healthcare Equipment & Supplies
NOK,Technology
GS^C,Financial Services
BSX,Industrial Goods/Services
UZD,Metals and Mining
ANET,Technology
ACGLO,Technology
MPLX,Energy
UNMA,Materials
ZOOZ,Technology
AL,Consumer Discretionary Goods & Services
ESQ,Information Technology
QRTEA,Consumer Staples
LGO,Cryptocurrency
VATE,Technology
BSET,Technology
QRTEP,Technology
RMM,Communications Equipments
NVO,Healthcare
OKE,Utilities
ZD,Communication Services
VGI,Financials
CNOB,Technology
CLM,Materials
KMB,Consumer Goods
FHN^B,Financials
VSH,Aerospace/Defense
EDD,Technology
TYL,InformationTechnology
BYD,Technology
RCKT,Technology
NFJ,Financial Services
LIVN,Technology
HLIT,Healthcare Technologies
VEL,Technology
TRVI,Technology
NTAP,Technology
AGM,Materials
OPP^A,Consumer Staples
TW,Technology
NIC,Industrial and Manufacturing Engineering Services
BGSF,Financial Services
BOE,Technology
CLMT,Transportation
WLFC,Finance
CFFI,Financials
BOH,Finance
DKL,Technology & Communications
AHH^A,Health Care</s>
WTM,Retail Department Stores
ERII,Real Estate Investing & Servcies
FDUS,Software
DSX^B,Technology
VRSN,Information Technology
WERN,Hospitality and Resorts
CUBI,Finance
BRCC,Consumer Discretionary
CIX,Sector: Technology
FLIC,Financial Services
GLOP^B,Healthcare
PSA^F,Financial Services
NEWTI,Technology
FOF,Real Estate
CHSCL,Technology
BIT,Information Technology
THFF,Finance
ITT,Financials
PYT,Technology
CPZ,Telecommunications Services
GHLD,Real Estate
BNH,Technology
SIGA,Biotechnology
BIPI,Technology
MRO,Energy
SIGIP,Technology
PINC,Medical/Healthcare
BNL,Technology
BHFAO,Finance
INBK,Banking
FHN^C,First Trust NY 4 Dividend Leaders Index Fund
JJSF,Technology Sector
SGU,Technology
FHN^E,Fintech
KDP,Consumer Non-Cyclicals
FITBP,Finance
GIGGU,Technology
AMS,AutoZone
WRB^H,WRB
CPRI,Technology Hardware & Equipment
CNM,Materials
PHG,Technology
AER,Energy
FAF,Financials
PIM,Technology
AAME,Consumer Finance
NEWTG,Technology
SEIC,Financial Services
MGIH,Health Technology
EA,Technology
VRNT,Software
CTLP,Financial Services
LTRN,Technology
THQ,Technology
SPG,Financials
DD,Materials
AROC,Technology
NNY,Utilities
F^D,Consumer Discretionary
GMRE^A,Real Estate
EFC^E,Financial Services
MASS,Technology
GWW,Consumer Defensives
EXPD,Accommodation & Food Services
BWXT,Industrial Equipment & Construction Supplies
VNO^O,Real Estate
WHG,Financial Services
DTST,Technology
EVV,Technology
DT,Technology
BKT,Technology
EAD,Consumer Defensive
AVNS,Healthcare
QVCD,Technology
LEN,Construction & Housing
SSB,Finance
GLQ,Financial Services
ADT,Technology & Services
OXLC,Small-Cap Growth
BWG,Technology
F^C,Consumer Goods
GOF,Closed-End Funds
KIM^L,Industrials
TRST,Savings Institutions
ICAD,Technology
ICE,Intercontinental Exchange
ECPG,Consumer Staples
FRT^C,Financials
CSCO,Technology
FSP,Financial Services
LSTA,Financials
FIVN,Technology
BUSE,Utilities
EDF,Energy
PSEC,FinTech
DGII,Industrial Goods/Equipment Services
BGB,Basic Materials
STEP,Technology
OSCR,Financials
CASH,Asset Management
ONIT,Information Technology
APO^A,Utilities
CPRX,Healthcare
ARR,Technology
NVT,Technology
PSA^H,Pulp & Paper Industry
DSL,Telecommunications Services Sector
AGM^F,Financials
WFC^L,Finance
IT,Information Technology
QRVO,Semiconductors & Semiconductor Equipment
BCAT,Technology
TEN^F,Financial Services
ENB,"Utilities"""
GLO,Consumer Discretionary Goods - Hotels/Resorts
DUK^A,"Eastman Kodak Co (DUK) Sector:
Finance/Real Estate"
SPE,Utilities
CIM^C,Financial Services
HTD,Technology
HD,Consumer Discretionary Goods & Services
KFS,Financials
ONBPP,Basic Industrials
NRIM,Financial Services
SEM,Semiconductor
WCN,Energy
CTV,Technology
GAN,Technology
MDGL,"MDGL 
sector: Medical Practitioners"
EXPI,Leisure/Entertainment
TRS,Retailing
HEQ,Real Estate -> Miscellaneous Diversified
ALNY,Biotechnology
AEFC,Finance
HPP^C,Communication Services
SEAL^A,Financials
MIDD,Consumer staples
CNDT,Consumer Discretionary Goods & Services
NB,Healthcare Services
RCS,Finance
PLOW,Industrial Goods/Services
AMX,Communication Services
ARGD,Healthcare Services
CHMI^A,Consumer Staples
DSGR,Technology
BGR,Materials
CW,Energy
OXLCP,Financial Services
TEAF,Consumer Discretionary/Consumer Durables/Campers & Recreational Vehicles
MESA,Industrials/Building Materials and Supplies
BTAI,Medical Technology
SPXX,Technology
CBLL,Technology
ADUS,Real Estate
GNT^A,Technology
CADE,"Finance,Insurance"
GDV,Technology
GNSS,Technology
TFIN,Finance
AVK,Materials
PROC,Procuring Technology
LNC^D,Mutual Market
FUSB,Computer Hardware
KEY,Financial Services
CODI,Finance/Insurance Services
CMPO,Healthcare
IGIC, Industrials
MXCT,Technology
FARM,Utilities
GD,Materials
ASTL,Technology
BC^C,Real Estate
MO,Pharmaceuticals
AGNCL,Healthcare
GOODO,Technology
EME,E&M Equipment
BWIN,Technology
ECF,Real Estate
DIS,Consumer Services
SLRC,Financial Services
GLRE,Technology
RILYZ,Technology
VVR,Real Estate Investmnts Services
BTI,Energy
PDCO,Healthcare Services
HZO,Healthcare
PFMT,Consumer Staples
NDAQ,Financial Services
WAVS,Communications Services
BBDC,BBDC - Finance
FPH,Pharmaceuticals
DLNG,Energy
ORLY,Retail/Consumer Cyclical
NYMTL,Technology
MSDL,Technology
PHD,Technology
NYMTI,Technology
GAMB,Telecommunications Services
BCPC,Consumer Staples
SPGI,Technology
CIMN,Health Care
MIND,Technology
CIMO,Technology
NDP,Energy
EPAC,Financial Services
XELA,Technology
PDO,Technology
STEW,CleanTech/Alternative Energy
SY,Technology
PMTU,Technology
ANL,Industrial Goods/Services
BN,Banking & Finance
RITM^C,Finance
WTRG,"Technology 
Water Utilities"
BV,Financials
BHC,Energy
CIK,Technology
NHS,Technology
PSBD,Financial Services
SCHW^D,Financials
ZTR,Technology -> Semiconductors & Semiconductor Equipment
GPATU,Technology
PCM,Technology
BILI,Entertainment
DUOL,Technology
PHM,Homebuilding
FSK,Financial Services
COHU,Technology
SDHY,Industrials
FCT,Industrial Goods
COO,Industrials
CCLDP,Technology
GRAB,Technology
CLH,Financial Services
CJET,Technology
R,Technology
REGCP,Real Estate Investment Trusts
DLR^K,Real Estate
AZN,Healthcare
SCE^K,Technology
BJ,Restaurant Industry - Consumer Services
FMAO,Technology
JXN^A,Energy
NGL,Energy
IVR,"Intertainment (IVR) 
Sector: Technology"
OWL,Technology
AMBP,Utilities
BCSF,Finance
ATXI,Technology
ETD,Technology
THRY,Technology
BGX,Technology
MORN,Financial Services
BSL,Technology
NSA^A,Utilities
COP,Energy
SXI,Technology
SPHL,Telecommunications Services
ABBV,Pharmaceuticals
SVCO,Consumer Discretionary
CMA,Insurance
PI,Technology
SNDR,Finance
SND,Retailing
PCVX,Technology
MKTX,"Markets 

(Financial Data & Transaction Processing Services)"
NMS,Health Care Services
FTV,Technology
TBLD,Technology
VCYT,Healthcare - Technology Services
SKYH,Technology
MRBK,"MidSouth Bancorp Inc 

Sector: Financials"
GLE,Materials
BAFN,Financial Services
PGZ,Technology
NLY,Real Estate
RWT^A,Finance
KB,KBH
NYT,media
RMBS,Real Estate Finance
CNK,Real Estate Services
WPRT,Telecommunications Services
AHL^C,Consumer Discretionary
BLX,Finance & Real Estate
HWCPZ,Technology
LPCN,Biotechnology
NDSN,Technology
JFR,Finance
SRBK,Consumer Finance
INLX,Technology
F,Finance
JBSS,Financial Services
AMH^G,Real Estate
BBY,Retail
REXR^B,Real Estate
ADP,Financial Services
ABTS,Technology
NHC,Healthcare
ATI,Industrials
ESTA,Travel Services & Tourism
GTI,Energy
HES,Healthcare
EXAS,"Xenon Pharmaceuticals (EXAS) 
Sector: Healthcare"
AMAL,"Almac Partners (AMAL) 
Finance"
FLEX,Finance & Consumer Services
ATLCP,Energy
TMTCU,Financial Services
HUN,Industrials
MKFG,Financials
BRAC,Finance
FMC,Basic Materials
QOMOU,Communications Services
HII,Financials
EXLS,Software - Services & Distribution
WU,Financial Services
MITP,Technology
AXP,Finance
JHS,Consumer Discretionary Services
SACH,Industrials
ST,Technology
CRGX,Consumer Discretionary Services
BANR,Financial Services
CAPL,Technology
EARN,Finance/Investing Services
BPYPO,Technology
CNO,Financial Services
RELX,Information Services
BG,Financials
PBI,Financial Services
DBL,Technology
HLIO,Technology
CPSH,Healthcare Services
CXM,X-ray Technology & Equipment
SCM,"Industrial Manufacturing/Services 
(XL Industrials Sector)"
FCNCP,Financials
FHI,Technology
IGA,Communication Services
KAI,Technology
GIC,Gaming
ARCC,Financial - Investment Services
POWI,Technology
IART,Healthcare Technology
BFC,Financials
AGM^E,Industrial Goods
UMH^D,Materials
FRST,Industrials
ISSC,Industrials
LANDO,Technology
HAYN,Finance/Investing
CTRN,Consumer Discretionary Services
WINA,Utilities
REGCO,Technology & Communications
HYI,Real Estate Invest. Trust Inc
RNR^F,FinTech
CABO,Home Improvement
HBT,Banking & Finance
GCTK,Technology
CFG,Financials
TOST,Technology
EXPO,Technology
NPO,Consumer Services
SOR,Technology
MTAL,Technology
LEG,Financials
BWMX,Materials
ASBA,Consumer Discretionary
JBI,Biotechnology
PGR,Insurance & Titling
TKR,Consumer Discretionaries
WMPN,Utilities
SCD,Regional Banks - Banking
UVSP,Insurance & Managed Care
DC,Communication Services
SREA,Real Estate
FLO,Consumer Discretionary Goods
TWO^A,Tech
MET^E,Technology
STT^G,Financials
TBC,Technology
CDRE,Consumer Discretionary
ACLS,Technology
NSA^B,Real Estate
MTCH,Datemate
EFC^B,Financial Services
FIZZ,Consumer Staples
KHC,Consumer Goods
BFST,Finance
CHSCM,Technology
ATHS,Consumer Discretionary
SPB,Consumer Defensive
MGRE,Basic Materials
TWO,Banking
GLOP^C,Consumer Goods
TBMC,Technology
SCVL,Specialty Retail - Consumer Lines
WFC,Financials
OXLCI,Technology
FNLC,Lncs
JLS,Materials
CMSC,ComputerHardware
PRU,Insurance
FAX,Telecommunications Services
MOD,Real Estate
MTH,Manufacturing/Construction
PFIS,FSY (Financials Services) - Specialty Finance
SPXC,Equipment & Construction Supplies
XPOF,Healthcare Technology
CAF,Financials
PFG,Services
RITM,MedTech
PSA^O,Transportation
PHT,Healthcare
WTFC,"Westminster Group or Wells Fargo & Co., Financials"
TPH,Phosphate and Potash.
SCE^N,Consumer Discretionary
VRSK,Technology Services
VSEC,Technology
NEXN,Technology
MOV,Real Estate
ASLE,Technology
CODI^A,Financial Services
GANX,Technology
MET^A,Materials
CSL,Healthcare Services
BKU,Aerospace/Defense
JILL,Consumer Services
DRUG,Healthcare
BANC^F,Financial Services
TTE,Technology
PSMT,Internet & Direct Marketing Retail
CHCO,Financial Services
TRC,Technology
RNR,Transportation
BGS,Consumer Staples
GTN,Technology
HTFB,Finance
OLP,Oil & Gas
MEIP,Materials
AFGD,Financials
V,Consumer Discretionaries
CARV,Consumer Discretionary Goods & Services
FELE,Real Estate Services
MGR,Real Estate Investment Trusts (REIT)
VIRC,Technology/Miscellaneous
SWKH,Health Care Services/Technology
PCN,Technology
DUKB,Banking/Finance
GAIN,Financial
XOM,Energy
FND,Finance
HCP,Healthcare
SR^A,Utilities
CUBI^F,Financial
WEA,Materials
BML^H,Healthcare
BRBR,Technology
ROST,Real Estate
ADAG,Transportation
AREB,Energy
ECCV,Technology
AMTM,Materials
OXSQ,Consumer Discretionary
RF^F,Finance
LMAT,Materials
DDI,Technology
XFLT^A,Tecware
SFBS,Financial Services
KFY,Consumer Discretionary
NMRK,Technology
MBINN,Banking Sector
ASIX,Information Technology
GDV^H,Industrial Goods/Services
CART,Consumer Discretionaries
AFGE,Financials
MCAA,Information Technology
CTS,Technology
MAPSW,Software & Services
MS^P,Financial Services
ENFN,Technology
SLMBP,Health Care
CMRE^C,Transportation
NXG,Technology
ATIP,Information Technology
SRCE,Technology
AVGR,Medical Technology
KIM,Metals & Mining
AA,Financial Services
OSTX,Software
BML^J,Consumer Staples
TDF,Sema Holding Inc
AMPL,Consumer Defensive
GATEW,Technology
MXE,Technology
BCE,Financials
BOLD,Technology
MIO,Material/Construction
PAGP,"""Consumer Services"""
LZB,Software
BAX,Consumer Goods & Services
IFN,"Insurance"""
MCBS,Consumer Defensive
SPTN,Specialty Retail
AFBI,Finance
HEI/A,HEALTH CARE EQUIPMENT & SUPPLIES
HNW,Banking/Oil Services
WTMA,Materials
ALK,Industrials
DEI,Technology
TRIP,Leisure (hospitality)
NAVI,Finance
FC,Finance
ERC,Technology
PNR,Financials
CCAP,Technology
AUB^A,Agricultural Supplies & Service
GLNG,Energy
WSBC,Finance
BKD,Financial Services
EQBK,Energy
UFCS,Consumer Discretionary Services
NWGL,Technology
WINT,Information Technology
BNS,Diversified Banks
LVWR,Technology
BAC^E,Financials
BEEP,Technology
A,Financials
DBRG^J,Gold & Silver
UGI,Utilities
DCO,Technology
WRB^E,Materials
WTFCM,Financials / Regional Banks
CDZI,Technology
JPM,Financials
TX,Technology
TRINZ,Technology
CPTN,Communication Services
TXMD,Biotechnology
GECCZ,Finance/Investing Services
RBLX,Information
ALSN,Personal and Household Care Products
HRB,Financial Services
CLDX,Biotechnology
BLMN,Banking & Loans
ACN,Technology
PLNT,Clean Energy
THG,Technology
ASAI,Financials
OCCIM,Consumer Finance & Credit Companies
ECC           ,Energy
DRH^A,Financial Services
RIV^A,Real Estate
BGT,Tecnology
OMC,Healthcare
FMX,Finance
SJW,Utilities
OFLX,Real Estate
KPTI, Pharmaceuticals
RGA,Property and Casualty Insurance
SPR,Phosphate
FTF,Technology
MAS,Technology
HTIA,Technology
ACP,Consumer Staples
BCSA,Technology
MFIC,Financial Services
NGVC,Technology
TNFA,Technology
SBSI,Telecommunications Services
XYF,Financials
DCGO,Consumer Cyclical
CHMI,"Healthcare 

(Ticker: 'CHMI' Sector: Healthcare)"
CVX,Energy
PAA,Piplelines and Infrastructure
AIR,Transportation
WVVI,Healthcare
FRA,Information Technology
SCE^L,Real Estate
RITM^D,Communication Services
NVR,Construction & Engineering
ALLT,Technology
EPC,Real Estate
PFC,Materials
WNW,Technology
TTP,Communication Services
PNNT,Finance
CIF,Financials
CTO^A,Technology
IVR^C,Internet
IAS,Technology
CEE,Technology
LFUS,Communication Services
INSI,Industrial Goods/Services
SERA,Technology
HOLX,Technology
FNWB,Banking/Financial
FDS,Financials
EIIA, Industrials
BLW,Basic Materials
APO,Real Estate
LOB,Technology
LH,Health Care
AVT,Technology
RICK,RETAIL
DSU,Technology
RITM^B,Technology
CAH,Consumer Staples
HTLF,Financials
PARAA,Financial Services
PFTA,Financial
ZTS,Consumer Discretionary Goods - Apparel Manufacturing & Retailing
DAL,Transportation
SLGN,Materials
SUNS,Utilities
AWF,Financial Services
EDR,Real Estate Services
PPT,Technology
EOG,Energy
MFAN,Financials
FSS,Financial Services
TEI,Telecommunications Services
ABCB,Technology
MATW,Technology
PCG^D,Pacwest Dividend & Income (Utilities)
MITT,Information Technology
FPI,Financials
CWBC,Finance
ARDC,Real Estate Investment Trusts (REIT)
IMOS,Technology
FT,Financials
TXG,Technology
J,Technology
RCFA,Finance
VFF,Technology
MAX,Energy
ECCW,Energy
BVFL,Financials
ARR^C,Tech
ITW,Industrial Goods
RC^E,Consumer Goods
PRAA,Information Technology
FERG,Energy
HGLB,Finance
PPG,Materials
INBX,Technology
TCI,Technology
MMSI,Technology (Software)
MMLP,Energy
HIO,Technology
CARR,Finance
CCK,Industrial Manufacturing
GTX,Technology
BSFC,Technology
BR,Banks/Regional
CODI^B,Financials
ASGI,Finance
GDV^K,Technology
ILPT,Education Services
ADVM,Industrials
MRK,Pharmaceuticals
OSUR,Healthcare
ICL,Real Estate
HIE,Industrial Supplies/Services
NPK,Agricultural Products
PNFPP,Materials
SMP,Energy
SF^D,Sector: Basic Materials/Chemicals
WFC^Y,Financial Services
SF^B,Financial Services
WIA,Technology
ARES,Real Estate
BECN,Real Estate
MMV,Health Care
PMT^A,Technology
GHY,Technology
HCVI,Biotechnology
RVTY,Computer
RLJ^A,Real Estate
SABA,Finance
DVA,Insurance
WMK,Technology
NCTY,Retail
HEI,Transportation/Freight/Logistics
NMFCZ,Utilities
VYX,Technology
