symbol,name
BBGI,"Beasley Broadcast Group, Inc. Class A Common Stock"
VISL,"Vislink Technologies, Inc. Common Stock"
KZIA,Kazia Therapeutics Limited American Depositary Shares
DMAC,DiaMedica Therapeutics Inc. Common Stock
HTHT,H World Group Limited American Depositary Shares
FDBC,"Fidelity D & D Bancorp, Inc. Common Stock"
SQFT,"Presidio Property Trust, Inc. Class A Common Stock"
BMI,"Badger Meter, Inc. Common Stock"
OCSAW,Oculis Holding AG Warrants
SPI,"SPI Energy Co., Ltd. Ordinary Shares"
HYFM,"Hydrofarm Holdings Group, Inc. Common Stock"
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares)
HMN,Horace Mann Educators Corporation Common Stock
DRTS,Alpha Tau Medical Ltd. Ordinary Shares
GBBKW,Global Blockchain Acquisition Corp. Warrant
GECC,Great Elm Capital Corp. Common Stock
MITAU,Coliseum Acquisition Corp. Unit
SFST,"Southern First Bancshares, Inc. Common Stock"
CLGN,CollPlant Biotechnologies Ltd Ordinary Shares
CGBS,Crown LNG Holdings Limited Ordinary Shares
OPT,Opthea Limited American Depositary Shares
TMQ,Trilogy Metals Inc. Common Stock
ABVC,"ABVC BioPharma, Inc. Common Stock"
ADXN,Addex Therapeutics Ltd American Depositary Shares
CRDF,"Cardiff Oncology, Inc. Common Stock"
HLP,Hongli Group Inc. Ordinary Shares
EXR,Extra Space Storage Inc Common Stock
HDL,SUPER HI INTERNATIONAL HOLDING LTD.
GNTY,"Guaranty Bancshares, Inc. Common Stock"
STT,State Street Corporation Common Stock
LOPE,"Grand Canyon Education, Inc. Common Stock"
GLU,Gabelli Global Utility Common Shares of Beneficial Ownership
ARKR,Ark Restaurants Corp. Common Stock
LNN,Lindsay Corporation Common Stock
GEOS,Geospace Technologies Corporation Common Stock (Texas)
SBRA,"Sabra Health Care REIT, Inc. Common Stock"
ABG,Asbury Automotive Group Inc
NPWR,NET Power Inc.
HL^B,Hecla Mining Company Preferred Stock
LICN,Lichen China Limited Class A Ordinary Shares
SNAP,Snap Inc.
CYN,Cyngn Inc. Common Stock
FBRX,"Forte Biosciences, Inc. Common Stock"
RGCO,RGC Resources Inc.
MED,MEDIFAST INC Common Stock
VREX,Varex Imaging Corporation Common Stock
AUR,"Aurora Innovation, Inc."
BRID,Bridgford Foods Corporation Common Stock
SMTC,Semtech Corporation Common Stock
BDL,"Flanigan's Enterprises, Inc. Common Stock"
PLG,Platinum Group Metals Ltd. Ordinary Shares (Canada)
NAII,"Natural Alternatives International, Inc. Common Stock"
PLMJU,Plum Acquisition Corp. III
FXNC,First National Corporation Common Stock
ATLX,Atlas Lithium Corporation
CPNG,"Coupang, Inc. Class A Common Stock"
AEE,Ameren Corporation Common Stock
XOMA,XOMA Royalty Corporation Common Stock
EVI,"EVI Industries, Inc."
ARE,"Alexandria Real Estate Equities, Inc. Common Stock"
HDB,HDFC Bank Limited Common Stock
TH,Target Hospitality Corp. Common Stock
CUBE,CubeSmart
RGF,"The Real Good Food Company, Inc."
NCNO,"nCino, Inc. Common Stock"
QMCO,Quantum Corporation Common Stock
CPA,"Copa Holdings, S.A. Class A Common Stock"
CCEL,"Cryo-Cell International, Inc. Common Stock"
SRG^A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest
ED,"Consolidated Edison, Inc. Common Stock"
COTY,Coty Inc.
EP,Empire Petroleum Corporation Common Stock
PLD,"Prologis, Inc. Common Stock"
HSON,"Hudson Global, Inc. Common Stock"
BFAM,Bright Horizons Family Solutions Inc. Common Stock
MAA,"Mid-America Apartment Communities, Inc. Common Stock"
SCHL,Scholastic Corporation Common Stock
CURV,Torrid Holdings Inc. Common Stock
CMP,Compass Minerals Intl Inc Common Stock
MTSI,"MACOM Technology Solutions Holdings, Inc. Common Stock"
RGNX,REGENXBIO Inc. Common Stock
OOMA,"Ooma, Inc. Common Stock"
CBFV,"CB Financial Services, Inc. Common Stock"
STTK,"Shattuck Labs, Inc. Common Stock"
VTR,"Ventas, Inc. Common Stock"
NI,NiSource Inc Common Stock
D,"Dominion Energy, Inc. Common Stock"
CPAY,"Corpay, Inc."
CTRE,"CareTrust REIT, Inc. Common Stock"
STRA,"Strategic Education, Inc. Common Stock"
BJDX,"Bluejay Diagnostics, Inc. Common Stock"
BOSC,BOSC - B.O.S. Better Online Solutions Common Stock
NHI,"National Health Investors, Inc. Common Stock"
WMT,Walmart Inc. Common Stock
RLGT,"Radiant Logistics, Inc. Common Stock"
X,United States Steel Corporation Common Stock
CMS,CMS Energy Corporation Common Stock
NEE,"NextEra Energy, Inc. Common Stock"
TCOM,Trip.com Group Limited American Depositary Shares
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock
ISPC,iSpecimen Inc. Common Stock
EAT,"Brinker International, Inc."
GERN,Geron Corporation Common Stock
YOSH,Yoshiharu Global Co. Class A Common Stock
PFS,"Provident Financial Services, Inc Common Stock"
SDST,Stardust Power Inc. Common Stock
MBOT,Microbot Medical Inc. Common Stock
KVYO,"Klaviyo, Inc. Series A Common Stock"
KITT,"Nauticus Robotics, Inc. Common stock"
MBIN,Merchants Bancorp Common Stock
JNJ,Johnson & Johnson Common Stock
GPOR,Gulfport Energy Corporation Common Shares
OPTX,"Syntec Optics Holdings, Inc. Class A Common Stock"
SIF,"SIFCO Industries, Inc. Common Stock"
DTCK,Davis Commodities Limited Ordinary Shares
ALTI,"AlTi Global, Inc. Class A Common Stock"
PET,Wag! Group Co. Common Stock
GT,The Goodyear Tire & Rubber Company Common Stock
SNDA,"Sonida Senior Living, Inc. Common Stock"
ESSA,"ESSA Bancorp, Inc. Common Stock"
EURKU,Eureka Acquisition Corp Unit
ETR,Entergy Corporation Common Stock
FTK,"Flotek Industries, Inc. Common Stock"
JMSB,"John Marshal Bancorp, Inc. Common Stock"
EQIX,"Equinix, Inc. Common Stock REIT"
PSA,Public Storage Common Stock
STLA,Stellantis N.V. Common Shares
HR,Healthcare Realty Trust Incorporated Common Stock
VLY,Valley National Bancorp Common Stock
NU,Nu Holdings Ltd. Class A Ordinary Shares
LNT,Alliant Energy Corporation Common Stock
HBB,Hamilton Beach Brands Holding Company Class A Common Stock
AIN,Albany International Corporation
ENG,ENGlobal Corporation Common Stock
PBMWW,Psyence Biomedical Ltd. Warrant
AR,Antero Resources Corporation Common Stock
GAME,"GameSquare Holdings, Inc. Common Stock"
GNE,Genie Energy Ltd. Class B Common Stock Stock
CULP,"Culp, Inc."
TDS,"Telephone and Data Systems, Inc. Common Shares"
CQP,"Cheniere Energy Partners, LP Common Units"
IMVT,"Immunovant, Inc. Common Stock"
AOUT,"American Outdoor Brands, Inc. Common Stock"
ROIC,Retail Opportunity Investments Corp. Common Stock (MD)
TKLF,"Yoshitsu Co., Ltd American Depositary Shares"
GPUS^D,"Hyperscale Data, Inc."
GXO,"GXS Logistics, Inc. Common Stock"
BCRX,"BioCryst Pharmaceuticals, Inc. Common Stock"
BLUE,"bluebird bio, Inc. Common Stock"
AVTE,"Aerovate Therapeutics, Inc."
LINC,Lincoln Educational Services Corporation Common Stock
EIC,Eagle Point Income Company Inc. Common Stock
TNET,"TriNet Group, Inc. Common Stock"
TOVX,"Theriva Biologics, Inc."
PPL,PPL Corporation Common Stock
CECO,CECO Environmental Corp. Common Stock
DTE,DTE Energy Company Common Stock
INVE,"Identiv, Inc. Common Stock"
KRO,"Kronos Worldwide Inc Common Stock 
""KRO"" -> ""Kronos Worldwide Inc Common Stock"""
SCYX,"SCYNEXIS, Inc. Common Stock"
ACEL,"Accel Entertainment, Inc."
VNRX,VolitionRX Limited Common Stock
HEES,"H&E Equipment Services, Inc. Common Stock"
IOT,Samsara Inc. Class A Common Stock
PALI,"Palisade Bio, Inc. Common Stock"
PNW,Pinnacle West Capital Corporation Common Stock
STRW,"Strawberry Fields REIT, Inc. Common Stock"
IRM,Iron Mountain Incorporated (Delaware) Common Stock REIT
FI,"Fiserv, Inc. Common Stock"
BOC,Boston Omaha Corporation Class A Common Stock
RTX,RTX Corporation Common Stock
SYPR,"Sypris Solutions, Inc. Common Stock"
MLEC,Moolec Science SA Ordinary Shares
SDHC,Smith Douglas Homes Corp. Class A Common Stock
HTBI,"HomeTrust Bancshares, Inc."
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests
SSSS,SuRo Capital Corp. Common Stock
RZLT,"Rezolute, Inc. Common Stock (NV)"
SEATW,Vivid Seats Inc.
SNTI,"Senti Biosciences, Inc. Common Stock"
RFIL,"RF Industries, Ltd. Common Stock"
ANGH,Anghami Inc. Ordinary Shares
BCML,BayCom Corp Common Stock
ES,Eversource Energy (D/B/A) Common Stock
WAFD,"WaFd, Inc. Common Stock"
PLBC,Plumas Bancorp
WELL,Welltower Inc. Common Stock
PRE,Prenetics Global Limited Class A Ordinary Share
CON,"Concentra Group Holdings Parent, Inc. Common Stock"
NCPL,Netcapital Inc. Common Stock
PSO,"Pearson, Plc Common Stock"
BFRI,Biofrontera Inc. Common Stock
GBCI,"Glacier Bancorp, Inc. Common Stock"
ORIC,"Oric Pharmaceuticals, Inc."
MDT,Medtronic plc. Ordinary Shares
GEV,GE Vernova Inc. Common Stock
VTOL,"Bristow Group, Inc. Common Stock"
HTBK,Heritage Commerce Corp Common Stock
AORT,"Artivion, Inc. Common Stock"
EYE,"National Vision Holdings, Inc. Common Stock"
EGAN,eGain Corporation Common Stock
PBBK,"PB Bankshares, Inc. Common Stock"
IDT,IDT Corporation Class B Common Stock
IPWR,Ideal Power Inc. Common Stock
VRE,"Veris Residential, Inc. Common Stock"
KRMD,"KORU Medical Systems, Inc. Common Stock (DE)"
GPI,"Group 1 Automotive, Inc. Common Stock"
CGC,Canopy Growth Corporation Common Shares
TSM,Taiwan Semiconductor Manufacturing Company Ltd.
RTC,Baijiayun Group Ltd. Class A Ordinary Shares
LFT,"Lument Finance Trust, Inc. Common Stock"
NN,NextNav Inc. Common Stock
ISDR,Issuer Direct Corporation Common Stock
UHAL,U-Haul Holding Company Common Stock
INFU,"InfuSystems Holdings, Inc. Common Stock"
CCB,Coastal Financial Corporation Common Stock
UFPT,"UFP Technologies, Inc. Common Stock"
INGR,Ingredion Incorporated Common Stock
NFBK,"Northfield Bancorp, Inc. Common Stock (Delaware)"
MQ,"Marqeta, Inc. Class A Common Stock"
CPT,Camden Property Trust Common Stock
BOW,Bowhead Specialty Holdings Inc. Common Stock
BATRK,"Atlanta Braves Holdings, Inc. Series C Common Stock"
DALN,DallasNews Corporation Series A Common Stock
VRA,"Vera Bradley, Inc. Common Stock"
HOMB,"Home BancShares, Inc. Common Stock"
TUSK,"Mammoth Energy Services, Inc. Common Stock"
BOF,BranchOut Food Inc. Common Stock
AUNA,Auna SA Class A Ordinary Shares
SO,Southern Company (The) Common Stock
TLN,Talen Energy Corporation Common Stock
PEBO,Peoples Bancorp Inc. Common Stock
LFCR,"Lifecore Biomedical, Inc. Common Stock"
INTT,inTest Corporation Common Stock
FIBK,"First Interstate BancSystem, Inc."
COCHW,"Envoy Medical, Inc Warrant"
SRPT,"Sarepta Therapeutics, Inc."
EUDA,EUDA Health Holdings Limited Ordinary Shares
FVR,"FrontView REIT, Inc. Common Stock"
EWTX,"Edgewise Therapeutics, Inc. Common Stock"
ASST,Asset Entities Inc. Class B Common Stock
SCHW,Charles Schwab Corporation (The) Common Stock
CNX,CNX Resources Corporation Common Stock
CEAD,CEA Industries Inc. Common Stock
OUT,OUTFRONT Media Inc. Common Stock
HRTX,"Heron Therapeutics, Inc. Common Stock"
CANG,Cango Inc. American Depositary Shares
SRE,Sempra Energy
AROW,Arrow Financial Corporation Common Stock
IDA,"IDACORP, Inc. Common Stock"
CBAN,"Colony Bankcorp, Inc. Common Stock"
OVBC,Ohio Valley Banc Corp. Common Stock
KREF,KKR Real Estate Finance Trust Inc. Common Stock
BEST,"BEST Inc. American Depositary Shares, each representing twenty (20) Class A Ordinary Shares"
ONCT,"Oncternal Therapeutics, Inc. Common Stock"
ATR,"AptarGroup, Inc. Common Stock"
OSIS,"OSI Systems, Inc. Common Stock (DE)"
CRTO,Criteo S.A. American Depositary Shares
ICCC,ImmuCell Corporation Common Stock
TSBK,"Timberland Bancorp, Inc. Common Stock"
ITRI,"Itron, Inc."
CLPR,Clipper Realty Inc. Common Stock
FLYW,Flywire Corporation Voting Common Stock
CMPS,COMPASS Pathways Plc American Depository Shares
CBNA,"Chain Bridge Bancorp, Inc. Class A Common Stock"
CYH,"Community Health Systems, Inc. Common Stock"
HNNA,"Hennessy Advisors, Inc."
CARE,"Carter Bankshares, Inc. Common Stock"
XPEV,XPeng Inc.
SKE,Skeena Resources Limited Common Shares
COHR,Coherent Corp. Common Stock
MEDP,"Medpace Holdings, Inc. Common Stock"
TAYD,"Taylor Devices, Inc. Common Stock"
SCI,Service Corporation International Common Stock
PCG^B,Pacific Gas & Electric Co. 5 1/2% Preferred Stock
VCEL,Vericel Corporation Common Stock
NECB,"NorthEast Community Bancorp, Inc."
MNDO,MIND C.T.I. Ltd. Ordinary Shares
UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest
PEG,Public Service Enterprise Group Incorporated Common Stock
FG,"F&G Annuities & Life, Inc. Common Stock"
PAYS,"Paysign, Inc. Common Stock"
FISI,"Financial Institutions, Inc. Common Stock"
HTZWW,"Hertz Global Holdings, Inc."
LGTY,"Logility Supply Chain Solutions, Inc. Common Stock"
QNRX,"Quoin Pharmaceuticals, Ltd. American Depositary Shares"
MBNKP,Medallion Bank
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock
GENK,"GEN Restaurant Group, Inc."
ACTG,Acacia Research Corporation (Acacia Tech) Common Stock.
CYCN,"Cyclerion Therapeutics, Inc. Common Stock"
FMBH,"First Mid Bancshares, Inc. Common Stock"
AFRI,Forafric Global PLC Ordinary Shares
WEN,Wendy's Company (The) Common Stock
FGF,Fundamental Global Inc. Common Stock
FRAF,Franklin Financial Services Corporation Common Stock
BATRA,"Atlanta Braves Holdings, Inc. Series A Common Stock"
EHTH,ehealth inc common stock
USB,U.S. Bancorp Common Stock
PNC,"PNC Financial Services Group, Inc. (The)"
ABL,"Abacus Life, Inc. Class A Common Stock"
CTO,"CTO Realty Growth, Inc. Common Stock"
ORN,"Orion Group Holdings, Inc. Common"
BSAC,Banco Santander - Chile ADS
CX,"Cemex, S.A.B. de C.V. Sponsored ADR"
MGNX,"MacroGenics, Inc. Common Stock"
WRB,W.R. Berkley Corporation Common Stock
PB,"Prosperity Bancshares, Inc. Common Stock"
UG,"United-Guardian, Inc. Common Stock"
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares
USM,United States Cellular Corporation Common Stock
AUB,Atlantic Union Bankshares Corporation Common Stock
DLTH,Duluth Holdings Inc. Class B Common Stock
XPL,Solitario Resources Corp. Common Stock
FFNW,"First Financial Northwest, Inc. Common Stock"
EGF,"Blackrock Enhanced Government Fund, Inc. Common Stock"
ALCYU,Alchemy Investments Acquisition Corp. 1 Units
FIAC,Focus Impact Acquisition Corp. Class A Common Stock
TETEW,Technology & Telecommunication Acquisition Corporation Warrant
MYFW,"First Western Financial, Inc. Common Stock"
XEL,Xcel Energy Inc.
PGP,Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest
ZIONP,"Zions Bancorporation, N.A."
SASR,"Sandy Spring Bancorp, Inc. Common Stock"
GLBZ,Glen Burnie Bancorp Common Stock
UDR,"UDR, Inc. Common Stock"
ADI,"Analog Devices, Inc. Common Stock"
OI,"O-I Glass, Inc. Common Stock"
HOFT,Hooker Furnishings Corporation Common Stock
REXR,"Rexford Industrial Realty, Inc. Common Stock"
AGCO,AGCO Corporation Common Stock
FE,FirstEnergy Corp. Common Stock
SBH,"Sally Beauty Holdings, Inc."
SAP,SAP SE ADS
HOUR,"Hour Loop, Inc. Common Stock"
AWK,"American Water Works Company, Inc. Common Stock"
CCBG,Capital City Bank Group Common Stock
JOBY,"Joby Aviation, Inc."
HCI,"HCI Group, Inc. Common Stock"
GENI,Genius Sports Limited Ordinary Shares
USAC,"USA Compression Partners, LP Common Units Representing Limited Partner Interests"
SATS,EchoStar Corporation Common Stock
DX,"Dynex Capital, Inc."
BCOV,Brightcove Inc. Common Stock
CTSO,Cytosorbents Corporation Common Stock
AUROW,"Aurora Innovation, Inc. Warrant"
FTLF,"FitLife Brands, Inc. Common Stock"
OESX,"Orion Energy Systems, Inc. Common Stock"
TRTX,"TPG RE Finance Trust, Inc. Common Stock"
ACA,"Arcosa, Inc. Common Stock"
ALGT,Allegiant Travel Company Common Stock
AGRO,Adecoagro S.A. Common Shares
HOPE,"Hope Bancorp, Inc. Common Stock"
ICG,Intchains Group Limited American Depositary Shares
AMBA,"Ambarella, Inc. Ordinary Shares"
AEP,"American Electric Power Company, Inc. Common Stock"
UTI,Universal Technical Institute Inc Common Stock
OPBK,OP Bancorp Common Stock
AWR,American States Water Company Common Stock
IROQ,"IF Bancorp, Inc. Common Stock"
ABR^E,Arbor Realty Trust 6.25% Series E Cumulative Redeemable Preferred Stock
VIPS,"Vipshop Holdings Limited American Depositary Shares, each representing two ordinary shares"
POR,Portland General Electric Co Common Stock
FHTX,Foghorn Therapeutics Inc. Common Stock
TT,Trane Technologies plc
WSR,Whitestone REIT Common Shares
SBAC,SBA Communications Corporation Class A Common Stock
EBF,"Ennis, Inc. Common Stock"
INDB,Independent Bank Corp. Common Stock
CAMP,CAMP4 Therapeutics Corporation Common Stock
PKX,POSCO HOLDINGS INC.
SSY,"SunLink Health Systems, Inc. Common Stock"
GODN,Golden Star Acquisition Corporation Ordinary Shares
SHBI,Shore Bancshares Inc Common Stock
JPM^C,J P Morgan Chase & Co
CSV,"Carriage Services, Inc."
ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031
CETX,Cemtrex Inc. Common Stock
OHI,"Omega Healthcare Investors, Inc. Common Stock"
EEX,"Emerald Holding, Inc. Common Stock"
PTLO,Portillo's Inc. Class A Common Stock
RBC,RBC Bearings Incorporated Common Stock
LARK,Landmark Bancorp Inc. Common Stock
TMUS,"T-Mobile US, Inc. Common Stock"
RCC,Ready Capital Corporation 5.75% Senior Notes due 2026
CLBK,"Columbia Financial, Inc. Common Stock"
DMLP,"Dorchester Minerals, L.P. Common Units Representing Limited Partnership Interests"
GPK,Graphic Packaging Holding Company
RBB,RBB Bancorp Common Stock
OPHC,"OptimumBank Holdings, Inc. Common Stock"
IPG,"Interpublic Group of Companies, Inc. (The)"
RIME,"Algorhythm Holdings, Inc. Common Stock"
RJF,"Raymond James Financial, Inc. Common Stock"
RMTI,"Rockwell Medical, Inc. Common Stock"
CYTO,Altamira Therapeutics Ltd. Common Shares
PW^A,Power REIT 7.75% Series A Cumulative Perpetual Preferred Stock
O,Realty Income Corporation Common Stock
BWB,"Bridgewater Bancshares, Inc. Common Stock"
RILYG,"B. Riley Financial, Inc."
KPRX,"Kiora Pharmaceuticals, Inc.  Common Stock"
QUIK,QuickLogic Corporation Common Stock
SBUX,Starbucks Corporation Common Stock
VST,Vistra Corp. Common Stock
IVT,InvenTrust Properties Corp.
MODV,ModivCare Inc. Common Stock
KTCC,Key Tronic Corporation Common Stock
MTDR,Matador Resources Company Common Stock
PLYM,"Plymouth Industrial REIT, Inc. Common Stock"
WEC,"WEC Energy Group, Inc. Common Stock"
IMXI,"International Money Express, Inc. Common Stock"
CLYM,"Climb Bio, Inc. Common Stock"
IPAR,"Interparfums, Inc. Common Stock"
NEE^R,"NextEra Energy, Inc."
BZH,"Beazer Homes USA, Inc. Common Stock"
OVID,Ovid Therapeutics Inc. Common Stock
ATO,Atmos Energy Corporation Common Stock
FNB,F.N.B. Corporation Common Stock
MNSBP,"MainStreet Bancshares, Inc."
LTM,"LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2,000) shares of Common Stock)"
EVBN,"Evans Bancorp, Inc. Common Stock"
NRXP,"NRX Pharmaceuticals, Inc. Common Stock"
AVO,"Mission Produce, Inc. Common Stock"
BMBL,Bumble Inc. Class A Common Stock
CCI,Crown Castle Inc. Common Stock
LAND,Gladstone Land Corporation Common Stock
PHX,PHX Minerals Inc. Common Stock
UI,Ubiquiti Inc. common stock
TM,Toyota Motor Corporation Common Stock
PEB^E,Pebblebrook Hotel Trust 6.375% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest
SFNC,Simmons First National Corporation Class A Common Stock
RACE,Ferrari N.V. Common Shares
FSBC,Five Star Bancorp Common Stock
IRS,IRSA Inversiones Y Representaciones S.A. Global Depositary Shares (Each representing ten shares of Common Stock)
AIV,Apartment Investment and Management Company Common Stock
DOLE,Dole plc Ordinary Shares
MRX,Marex Group plc Ordinary Shares
BANFP,"BancFirst Corporation 
- BFC Capital Trust II Cumulative Trust Preferred Securities"
MPB,Mid Penn Bancorp.Common.Stock
IOBT,"IO Biotech, Inc. Common Stock"
MGYR,"Magyar Bancorp, Inc. Common Stock"
CPIX,Cumberland Pharmaceuticals Inc. Common Stock
WGSWW,GeneDx Holdings Corp.
WEX,WEX Inc. common stock
NTWK,NetSol Technologies Inc. Common Stock
KYMR,"Kymera Therapeutics, Inc."
LNW,"Light & Wonder, Inc. Common Stock"
LKQ,LKQ Corporation Common Stock
ENSG,"The Ensign Group, Inc. Common Stock"
CSR,Centerspace
ATGL,Alpha Technology Group Limited
STM,STMicroelectronics N.V. Common Stock
BGI,Birks Group Inc. Common Stock
POLA,"Polar Power, Inc. Common Stock"
DLNG^B,Dynagas LNG Partners LP 8.75% Series B Fixed to Floating Rate Cumulative Redeemable Perpetual Preferred Units
SUM,"Summit Materials, Inc. Class A Common Stock"
NATR,"Nature's Sunshine Products, Inc. Common Stock"
CTBI,"Community Trust Bancorp, Inc. Common Stock"
LUV,Southwest Airlines Company Common Stock
GJS,"Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities, Series 2006-2"
ACTU,"Actuate Therapeutics, Inc. Common Stock"
